name,name_ga,county,lat,lon,type
Ferskill,,,53.7548484,-7.5201782,hamlet
Ballinulty Lower,,,53.8141142,-7.5453694,hamlet
Ballinulty Upper,,,53.80022,-7.5342822,hamlet
Purth,,,53.8142599,-7.5626707,hamlet
Ballinrooey,,,53.8108822,-7.5589178,hamlet
Cartron,,,53.762031,-7.5063229,hamlet
Greville,,,53.7588927,-7.4830563,hamlet
Aghabrack,,,53.7561462,-7.480445,hamlet
Lisnaneane,,,53.7424676,-7.489543,hamlet
Castlenugent,,,53.7406903,-7.5020743,hamlet
Rinroe,,,53.7424999,-7.4555047,hamlet
Toneen,,,53.7517254,-7.471776,hamlet
Moatfield,,,53.7742445,-7.5025893,hamlet
Teemore,,,53.7711635,-7.500701,hamlet
Ballymaurice,,,53.7572968,-7.4925256,hamlet
Camagh,,,53.7339203,-7.4137051,hamlet
Cooldoney,,,53.74568,-7.4270132,hamlet
Rincoolagh,,,53.7463678,-7.4465912,hamlet
Melkernagh,,,53.7337617,-7.444439,hamlet
Rossan,,,53.7339394,-7.4579144,hamlet
Cloonaghmore,,,53.7594001,-7.443703,hamlet
Ballyboy,,,53.7565002,-7.4496318,hamlet
Ranaghanbaun,,,53.756197,-7.4290324,hamlet
Coolcraff,,,53.7435456,-7.402691,hamlet
Kilbride,,,53.7666048,-7.4604829,hamlet
Tonymore North,,,53.7725844,-7.4338818,hamlet
Tonymore South,,,53.7610429,-7.4159603,hamlet
Ranaghan,,,53.7608717,-7.4317725,hamlet
Ballybrien,,,53.7720075,-7.5326236,hamlet
Higginstown,,,53.7697545,-7.4851013,hamlet
Tennyphobble,,,53.7660144,-7.4780846,hamlet
Robinstown,,,53.7607124,-7.4676562,hamlet
Kinkillew,,,53.7697767,-7.4694007,hamlet
Grassyard,,,53.783894,-7.4947144,hamlet
Mullingee,,,53.782791,-7.5040912,hamlet
Rathcronan,,,53.7751194,-7.4914098,hamlet
Churchquarter,,,53.7802404,-7.5028843,hamlet
Granardkill,,,53.7761338,-7.5151614,hamlet
Toberfelim,,,53.7774912,-7.4566055,hamlet
Tromra,,,53.7914766,-7.5003169,hamlet
Ballinrud West,,,53.7929412,-7.4794118,hamlet
Ballynacross,,,53.776641,-7.4739583,hamlet
Cartronbore,,,53.7859991,-7.4619484,hamlet
Kilfintan,,,53.7286218,-7.4710574,hamlet
Aghamore,,,53.7376453,-7.4834063,hamlet
Crancam,,,53.7303215,-7.4827412,hamlet
Queensland,,,53.7341562,-7.483975,hamlet
Balloo,,,53.7206348,-7.4719436,hamlet
Caherdague,,,53.7106662,-7.5003784,hamlet
Moatavally,,,53.7073711,-7.5041742,hamlet
Freaghmeen,,,53.7070847,-7.4930398,hamlet
Curry,,,53.715937,-7.4928038,hamlet
Coolamber,,,53.7135179,-7.4791546,hamlet
Coolamber Manor,,,53.7192639,-7.5226728,hamlet
Ballaghgowla,,,53.7239248,-7.5046645,hamlet
Froghan,,,53.7174748,-7.5038073,hamlet
Aghareagh,,,53.7234786,-7.4956791,hamlet
Moneyhoolaghan,,,53.7197349,-7.4858247,hamlet
Lechurragh,,,53.7277182,-7.5104849,hamlet
Drumman,,,53.7362464,-7.516167,hamlet
Keadue,Céideadh,,54.051804,-8.1391139,village
Conahy,,,52.7603877,-7.2872303,hamlet
Fisherstown,Gráig an Iascaire,,53.098388,-7.0768328,village
Kilrush,,Cork,51.9616333,-8.0631051,hamlet
Bond Bridge,,,53.2807393,-6.8591592,hamlet
Currynierin,,,54.972012,-7.2844338,suburb
Tullyally,,,54.974849,-7.287681,suburb
Clontubrid,,,52.7572523,-7.4034905,hamlet
Cranmore,An Crann Mór,,54.2651526,-8.4634059,suburb
Coolcap,,Cork,51.9645842,-8.0393876,hamlet
Ballygibbon,,Cork,51.9631034,-8.0563821,hamlet
Moneyslane,,,54.288169,-6.0875875,village
Lisneal,,,54.9964596,-7.2711533,suburb
Caw,,,55.006973,-7.2842789,suburb
Analore,Áth an Lobhair,,54.1770448,-7.1771878,hamlet
Ongar,,Dublin,53.3953687,-6.4387791,village
Ballyfin,,,53.0565889,-7.4103119,hamlet
Glen of Imaal,Gleann Ó Máil,Wicklow,52.987488,-6.5820522,suburb
The Lough,An Loch,,51.8881456,-8.4863626,suburb
Wright's Cross,,,52.9644947,-6.9648486,hamlet
Abbeyknockmoy,Mainistir Chnoc Muaidhe,,53.4371103,-8.7492064,village
Rahara,,,53.5254542,-8.1448123,village
Carrabane,An Ceathrú Bán,,53.2275584,-8.6289434,hamlet
Campbeltown,Ceann Loch Chille Chiarain,,55.4241858,-5.6051005,town
Ballinlass,,,53.4881478,-8.3645652,hamlet
Curraghboy,An Currach Buí,,53.4839045,-8.1104745,hamlet
Dysart,An Diseart,,53.4644442,-8.2172739,village
Clonakenny,,Tipperary,52.8753628,-7.8338637,village
Rosscahill,Ros Cathail,Galway,53.3871756,-9.2459517,village
Kilfennan,,,54.9981225,-7.2827905,suburb
Steelstown,,,55.0312437,-7.3035079,suburb
Clonigulane,,,52.7412566,-9.2897646,hamlet
Derrybeg,,,54.1852432,-6.3550815,suburb
Ballybot,Bhaile Bocht,,54.1742615,-6.3463717,suburb
Damolly,,,54.1937576,-6.338509,suburb
Carnagat,,,54.1796303,-6.3565444,suburb
Barcroft Park,,,54.1706746,-6.3488248,suburb
Meadow,,,54.1839168,-6.3489191,suburb
Drumalane,,,54.1623848,-6.3390986,suburb
Martinstown,,,54.9641208,-6.2244391,village
Townrath,,,53.7442256,-6.3259651,hamlet
Belleview,,,53.7517333,-6.3145106,hamlet
Ballymaglane,,,53.7660399,-6.3008313,hamlet
Piperstown,,,53.7804989,-6.343693,hamlet
Drumshallon,,,53.7856209,-6.3405173,hamlet
Prehen,,,54.9769074,-7.3458483,suburb
Sraith Salach,,,53.4665017,-9.7256654,village
Ballyhalbert,Baile Thalbóid,,54.4948453,-5.4605996,village
Greenmount,,,51.8903997,-8.48125,suburb
Johnstown,Baile Sheáin,,52.7485188,-7.5570295,village
Boherquill,,Westmeath,53.7035097,-7.4684158,hamlet
Lismcaffrey,,Westmeath,53.7136331,-7.4618543,hamlet
Drumaness,Droim An Easa,Down,54.3695125,-5.852217,village
Crumlin,,,53.3202316,-6.3161673,suburb
Clooney,,,54.9967338,-7.304599,suburb
Kilmainham,Cill Mhaighneann,Dublin,53.3410462,-6.3072776,suburb
Broomhedge,,,54.4976145,-6.137241,village
Buloughera,,,52.7154969,-9.202944,hamlet
Carran,,Claire,53.0357262,-9.076322,hamlet
Annestown,,Waterford,52.1406807,-7.2748236,village
Cill Ulta,Cill Ulta,,55.1323355,-8.1297894,hamlet
Garbally,,,53.2197205,-7.6564979,hamlet
Machaire Rabhartaigh,Machaire Rabhartaigh,Donegal,55.1411146,-8.1728335,hamlet
Inchinattin,Inse an Aitinn,,51.6483032,-9.0277416,hamlet
Reenascreena,Ré na Scríne,,51.625998,-9.0557879,hamlet
Coolick,,,52.1251469,-9.5039437,hamlet
Rialto,,,53.3357735,-6.2969305,suburb
Ballybrack,An Baile Breac,,53.2523165,-6.123987,suburb
Killiney,Cill Iníon Léinín,Dublin,53.2642381,-6.1148407,village
Inchicore,Inse Chór,Dublin,53.3394635,-6.3209233,suburb
Ceann Trá,Ceann Trá,Kerry,52.1324747,-10.3594144,village
Kilmacanogue,Cill Mocheanóg,,53.168459,-6.1372989,village
Belfast,Béal Feirste,,54.596391,-5.9301829,city
Ballivor,Baile Íomhair,,53.5328122,-6.9647861,village
Cahersiveen,Cathair Saidhbhín,Kerry,51.9471727,-10.2238403,town
Donnybrook,Domhnach Broc,Dublin,53.3220419,-6.236355,suburb
Portmagee,An Caladh,,51.8857163,-10.3660444,village
Ranelagh,Raghnallach,Dublin,53.3252185,-6.2550504,suburb
Harold's Cross,,Dublin,53.3263097,-6.2780042,suburb
Goatstown,Bhaile na nGabhar,Dublin,53.2927477,-6.2293398,village
Bearna,Bearna,,53.2518602,-9.1514025,town
Tallaght,Tamhlacht,Dublin,53.2878082,-6.362355,town
Moyne,,,52.7337645,-7.7138747,village
Cloughjordan,Cloch Shiurdáin,Tipperary,52.9429227,-8.0392342,town
Cork,Corcaigh,,51.8985136,-8.4726423,city
Rush,An Ros,,53.5220444,-6.0908956,town
Tullyallen,,,53.7367743,-6.4188767,village
Castleisland,Oileán Ciarraí,Kerry,52.2311711,-9.4636716,town
Ballydesmond,Baile Deasumhan,Cork,52.1801688,-9.2370129,village
Nursetown More,,,52.0722774,-8.7083989,hamlet
Bweeng,Na Boinn,,52.04701,-8.7292758,village
Lombardstown,,,52.1187341,-8.7804791,village
Boherbue,,,52.158953,-9.0693498,village
Kiskeam,,,52.1764225,-9.1599963,village
Cloghroe,Cloch Reo,Cork,51.9197148,-8.6185995,village
Sallynoggin,An Naigín,Dublin,53.2767494,-6.1426158,suburb
Dolphin's Barn,An Carnán,Dublin,53.3334215,-6.2914261,suburb
Blackrock,,Louth,53.9632126,-6.3663076,village
Ballyboy,,Offaly,53.1737844,-7.6971648,village
Kilcormac,Cill Chormaic,Offaly,53.1759088,-7.7273301,town
Ballylooby,,Tipperary,52.3276684,-7.9843783,village
Edgeworthstown,Meathas Troim,,53.6966661,-7.6097215,town
Claremorris,Clár Chlainne Mhuiris,Mayo,53.7197301,-8.9987858,town
Farranfore,An Fearann Fuar,,52.1704818,-9.5497894,village
Cullahill,,Laois,52.8186037,-7.4750492,village
Summerhill,Cnoc an Línsigh,,53.4807969,-6.7321526,village
Newcastle West,An Caisleán Nua,Limerick,52.4488928,-9.0529331,town
Dundalk,Dún Dealgan,Louth,54.0046033,-6.4008879,town
Belpere Cross,,,53.5568207,-6.6040565,hamlet
Corballis,,,53.5523902,-6.6112979,hamlet
Killien,,,53.5272187,-6.5898831,hamlet
Allen,Alúine,Kildare,53.2396605,-6.8563924,village
Coolock,,Dublin,53.3893213,-6.200352,suburb
Street,Straid,Westmeath,53.6825711,-7.4896925,village
Clady,Clóidigh,,54.8696116,-6.5084172,village
Drombane,,,51.8246618,-9.6056605,hamlet
Gortlicka,,,51.8462102,-9.6080347,hamlet
Ardgroom,Dhá Dhrom,,51.7341152,-9.8971797,village
Rossnasonsogue,,,51.7606257,-9.5376303,hamlet
Curry,An Choraidh,,54.0015811,-8.7735669,village
Kinsealey,,Dublin,53.4250981,-6.1763165,village
Kilsheelan,,,52.3613283,-7.5803186,village
Ballydonegan,,Cork,51.630667,-10.0552459,village
Eyeries,Na hAoraí,Cork,51.6936698,-9.9577621,village
Allihies,Na hAilichí,Cork,51.6413687,-10.0444403,village
Ballynakilla,,,51.638531,-9.8597961,village
Kilcatherine,,,51.7283692,-9.9687538,hamlet
Douglas,Dúglas,Cork,51.8775545,-8.4358941,suburb
Macosquin,Maigh Choscáin,,55.0986922,-6.7107865,village
Goggins Hill,Cnoc an Ghogánaigh,,51.8146109,-8.5664988,hamlet
Crossbarry,Crois an Bharraigh,,51.8019896,-8.645769,village
Tallow,Tulach an Iarainn,Waterford,52.0931727,-8.0078242,town
Cappoquin,Ceapach Choinn,Waterford,52.1461607,-7.8498011,town
Villierstown,An Baile Nua,,52.0888598,-7.8515807,village
Rathcormack,Ráth Chormaic,,52.078088,-8.2797316,village
Grange,An Ghráinseach,,54.3923808,-8.5240949,village
Sutton,Cill Fhionntain,Dublin,53.3893873,-6.1098089,village
Málainn Bhig,Málainn Bhig,Glencolumbcille;Donegal;Ireland,54.6684158,-8.7817659,village
Whitegate,An Geata Bán,,51.8254941,-8.2320498,village
Lisburn,Lios na gCearrbhach,,54.5112856,-6.046717,city
Ramelton,Ráth Mealtain,Donegal,55.0373603,-7.6436895,town
Robinstown,Baile Roibín,,53.5945146,-6.7274552,village
Knightstown,An Chois,Kerry,51.9256079,-10.2884353,village
Annascaul,Abhainn an Scáil,,52.1510926,-10.055479,village
Innishannon,Inis Eonáin,,51.7654182,-8.6578489,village
Donacarney,Domhnach Cairnigh,Meath,53.7103316,-6.2787884,village
Greenane,,,51.6261732,-9.8540826,hamlet
Rathmave,,,53.5672105,-6.6077888,hamlet
Tinryland,Tigh an Réileáin,,52.7978645,-6.8951343,village
Clologe,Cloch Cúirte,,52.5965322,-6.4312606,village
Ballymoney,,,52.6810243,-6.2201534,village
Glencar,Gleann Chárthaigh,Kerry,51.9949695,-9.8575406,village
Dawros,,,51.8520634,-9.6277034,hamlet
Killaha East,,,51.86667,-9.59079,hamlet
Derrycreveen West,,,51.6308938,-9.9050945,hamlet
Lonehort,,,51.6396669,-9.7995266,hamlet
Adrigole,Eadargóil,Cork,51.6947639,-9.7211553,village
Cappaleigh South,,,51.6894802,-9.7157336,hamlet
Clydagh,,,51.6796059,-9.738425,hamlet
Dromgarvan,,,51.6913219,-9.7187046,hamlet
Reen,,,51.684912,-9.7371656,hamlet
Parkmore,,,51.6867744,-9.9568883,hamlet
Clerihan,,,52.4118843,-7.7546887,village
Kilmurry,Cill Muire,,51.8422707,-8.8814038,village
Coppeen,An Caipín,,51.794755,-8.9917957,hamlet
Aughnagurgan,,,54.2036191,-6.6703239,hamlet
Manorcunningham,Mainéar Uí Chuinneagáin,,54.9546405,-7.6222695,village
Ballyduff,,,52.6354484,-6.4702383,village
Victoria Bridge,,,54.7609233,-7.4559465,village
Brusna,,,53.9156897,-8.6475589,village
Dernacartha,,,53.9531005,-8.6386804,village
Lisacul,,,53.859118,-8.6318087,village
Butlerstown,Baile an Bhuitléaraigh,Cork,51.5995845,-8.7277853,village
Bocarnagh,,,51.7224852,-9.5537037,hamlet
Derryconnery,,,51.7353047,-9.5617609,hamlet
Furkeal,,,51.7259405,-9.5790087,hamlet
Kealagowlane,,,51.7116166,-9.6292296,hamlet
Tooreennagrena,,,51.7111995,-9.6176709,hamlet
Tracashel,,,51.7130574,-9.584576,hamlet
Mullinacuft,,,52.7942185,-6.5328308,hamlet
Clonoulty,,Tipperary,52.6019326,-7.9595552,village
Cartron More,,,53.8606725,-8.5426043,hamlet
Bready,An Bhréadaigh,,54.9159733,-7.421508,village
Magheramason,Machaire Measáin,,54.9396882,-7.3860575,village
Ballylevin,,,54.9882474,-7.5712127,hamlet
Coolnagun,,Westmeath,53.6930592,-7.4360133,hamlet
Cloonagh,,,53.6009202,-9.9034028,hamlet
Greencastle,An Caisleán Glas,,54.6878471,-7.0795335,village
Broughshane,Bruach Sheáin,,54.8936924,-6.2037804,village
Ballymoney,Baile Monaidh,,55.0702727,-6.5172758,town
Foxhole,,,51.971369,-7.8584027,hamlet
Askanagap,Easca na gCeap,,52.8701924,-6.413722,village
Kilnagross,,,53.9862826,-7.9542058,village
Walshisland,,Offaly,53.2356379,-7.22224,village
Copperalley,,,51.9627046,-7.869043,hamlet
Courtstown,,,51.900505,-8.333169,hamlet
Tuosist,,Kerry,51.8044087,-9.7559849,village
Ligoniel,Ligoniel,,54.6276914,-5.9859292,suburb
Ballybrophy,,Laois,52.8997223,-7.6045886,village
Aughnacliffe,Achadh na Cloiche,,53.850985,-7.6040301,village
An Sean Phobal,An Sean Phobal,,52.006634,-7.6382643,village
Fairview,Fionnradharc,Dublin,53.3628457,-6.2366557,suburb
Caladh Thaidhg,Caladh Thaidhg,,53.2598912,-9.6227973,hamlet
Naas,An Nás,,53.2214677,-6.6574093,town
Sligo,Sligeach,,54.2720696,-8.4751357,town
Killyrammer,,,55.0713783,-6.4359877,hamlet
Gortroe,,Cork,51.7721661,-9.5110062,hamlet
Donnycarney,,Dublin,53.3746929,-6.2197423,suburb
Whitehall,,Dublin,53.382668,-6.2431944,suburb
Cappalusk,,,53.3701072,-8.5646162,hamlet
Faha,,,53.3534705,-8.5618184,hamlet
Gortnahultra,,,53.3662197,-8.5520097,hamlet
Willowfield,,,54.5894212,-5.9043893,suburb
Cregagh,An Chreagaigh,,54.5749228,-5.8985633,suburb
Castlereagh,An Caisleán Riabhach,,54.5763441,-5.8812117,suburb
Orangefield,,,54.5888581,-5.8765707,suburb
Corkley,,,54.2245761,-6.6471534,hamlet
Killyfaddy,,,54.2910284,-6.651153,village
Cabra West,,,53.3669515,-6.2956892,suburb
Cabra East,,,53.3641154,-6.2851106,suburb
Treginnis-isaf,,,51.8679177,-5.3065426,hamlet
Rhosson Ganol,,,51.8795295,-5.3018753,hamlet
Scrahanagaur,,,51.8447668,-9.8885735,hamlet
Derragh,,,53.7605352,-7.3937159,hamlet
Loch Gowna,Loch Gamhna,,53.8732649,-7.5338696,village
Blue Ball,An Phailís,,53.2283728,-7.6156073,village
Ballyporeen,Béal Átha Póirin,,52.2701561,-8.1000966,village
Mucklagh,,,53.2510054,-7.5492754,village
Mullaghduff,,,55.0284102,-8.3399078,hamlet
Baconstown,,,53.4434773,-6.8032272,village
Durrow,,,53.3303689,-7.5106552,village
Kilclogh,,,52.1860048,-8.2198861,hamlet
Moorepark,,,52.168084,-8.2421246,hamlet
Barnahown,,,52.2161728,-8.0937383,hamlet
Lyre,,,52.2306659,-8.1310013,hamlet
Knocknacally,,,51.9456803,-7.8791194,hamlet
Gortnaclohy,,,51.5507858,-9.2492091,hamlet
Tragumna,Tráigh na Mona,,51.5017706,-9.2644464,hamlet
Ballyguyroe South,,,52.2486925,-8.4754363,hamlet
Shepperton,,,51.5693177,-9.1778256,hamlet
Shadeoge Cross,,,52.9443682,-7.0187956,hamlet
Ahane,,,52.6695454,-8.4967594,hamlet
Pound Cross,,,52.9371943,-6.9682362,hamlet
Tankardstown,,,52.2596843,-8.453592,hamlet
Ballykelly,,,52.7933969,-8.672155,hamlet
Coolyslin Lower,,,54.7934182,-7.5866763,hamlet
Coolyslin Upper,,,54.7706448,-7.5979336,hamlet
Ballymaddock Cross,,,53.0353159,-7.1749471,hamlet
Alley Cross,,,53.0761794,-7.2227993,hamlet
Trineens,,,51.6077042,-8.8172992,hamlet
Mount Henry Cross,,,53.1263387,-7.1494465,hamlet
Old Pound,,,53.1166455,-7.1531824,hamlet
Graig,,,52.241141,-8.4943236,hamlet
Waterdyke,,,52.2296873,-8.4841955,hamlet
Aghakilmore,,,53.8019178,-7.5959337,hamlet
Monavea Cross,,,52.8242197,-7.0703362,hamlet
Geneva Cross,,,52.8475042,-7.1254752,hamlet
Graham's Cross,,,52.8567255,-7.0713235,hamlet
Gregory's Cross Roads,,,52.8899201,-7.0814033,hamlet
Molly,,,53.8129133,-7.6146019,hamlet
Gelshagh,,,53.8013321,-7.6166618,hamlet
Aghagreagh,,,53.8055764,-7.6364754,hamlet
Derreenavoggy,,,53.8170023,-7.6382586,hamlet
Aghacordrinan,,,53.8239781,-7.620942,hamlet
Carrickadorrish,,,53.8366673,-7.6161355,hamlet
Aghamore Upper,,,53.8282843,-7.635147,hamlet
Doyle's Cross,,,52.8983804,-7.1178911,hamlet
Mooney's Cross,,,52.9076918,-7.0888094,hamlet
Keating's Cross,,,52.923646,-7.1078044,hamlet
Phelim's Cross,,,52.9231736,-7.1370667,hamlet
Sonnagh,,,53.8300637,-7.5982862,hamlet
Graigue Cross,,,52.9147226,-7.2427414,hamlet
Larchfield Cross,,,52.9386602,-7.3206721,hamlet
Tonduff Cross,,,52.935497,-7.3509886,hamlet
Corbally Cross,,,52.9495889,-7.3464491,hamlet
Dooary Cross,,,52.9380971,-7.2857638,hamlet
Legga,,,53.898741,-7.6604358,village
Aghagah,,,53.9214055,-7.6255115,hamlet
Drumard,,,53.9098421,-7.6611632,hamlet
Corglass,,,53.9068135,-7.6805566,hamlet
Cloonelly,,,53.8915103,-7.685582,hamlet
Garvary,,,53.8767127,-7.6788872,hamlet
Fostragh,,,53.8481325,-7.6359516,hamlet
Glenmore,,,53.8348156,-7.6487596,hamlet
Derrymore,,,51.9306657,-10.126648,hamlet
Abbeylara,,,53.7718575,-7.4486744,hamlet
Lisryan,,,53.7295809,-7.4984413,hamlet
Clonca,,,53.7029838,-7.5198006,hamlet
Corclaragh,,,53.6989951,-7.5358938,hamlet
Monadarragh,,,53.6928207,-7.5522016,hamlet
Longfield,,,53.6993762,-7.5501417,hamlet
Clonwhelan,,,53.6816357,-7.5409554,hamlet
Kilsallagh,,,53.6769433,-7.5595549,hamlet
Lissanure,,,53.6692148,-7.5812701,hamlet
Gneeve,,,53.679558,-7.5868069,hamlet
Barne,,,53.6756216,-7.5986529,hamlet
Ballindagny and Cullyvore,,,53.6900067,-7.6295916,hamlet
Abbey Land,,,53.6917093,-7.6230255,hamlet
Lackan,,,53.7002793,-7.6493808,hamlet
Ballynagoshen,,,53.7059268,-7.6693975,hamlet
Goshen Cross,,,53.7060932,-7.6728179,hamlet
Corboy,,,53.7166356,-7.6880191,hamlet
Lisnanagh,,,53.7121946,-7.6558792,hamlet
Ballyhoolivan,,,53.7251629,-7.6613014,hamlet
Bracklon,,,53.7125853,-7.6264908,hamlet
Keelogenasause,,,53.7068194,-7.612157,hamlet
Lisnageeragh,,,53.7105533,-7.6024153,hamlet
Ringowney,,,53.7118124,-7.5397407,hamlet
Rinvanny,,,53.7251449,-7.5891363,hamlet
Cranalagh Beg,,,53.7256527,-7.5663053,hamlet
Cranalagh More,,,53.7140475,-7.5778066,hamlet
Kilcourcey,,,53.7303498,-7.5790082,hamlet
Rinnenny,,,53.7024601,-7.5784487,hamlet
Culloge,,,53.6982935,-7.5722689,hamlet
Lissanore,,,53.7067775,-7.5672457,hamlet
Cam,,,53.6885172,-7.5668422,hamlet
Lisnagrish,,,53.6826272,-7.5832251,hamlet
Aghafin,,,53.7018885,-7.5936115,hamlet
Curry,,,53.6949028,-7.5879037,hamlet
Aghadonagh,,,53.6929424,-7.59574,hamlet
Garryandrew,,,53.6859526,-7.5980553,hamlet
Tinnynarr,,,53.6942625,-7.6206738,hamlet
Camlisk More,,,53.7043051,-7.6352223,hamlet
Camlisk Beg,,,53.698328,-7.6345487,hamlet
Moatfarrell,,,53.7269463,-7.6437,hamlet
Cartronreagh,,,53.7204797,-7.6183311,hamlet
Kiltykeary,,,53.725444,-7.6154171,hamlet
Firmount,,,53.7336137,-7.5986761,hamlet
Lissard,,,53.7262549,-7.6041307,hamlet
Lismagoneen,,,53.7379583,-7.6034011,hamlet
Sheeroe,,,53.7367906,-7.6114263,hamlet
Whitehill,,,53.7327693,-7.6248514,hamlet
Kilderreen,,,53.7405852,-7.6091529,hamlet
Castlebrock,,,53.7406867,-7.62177,hamlet
Corbeagh,,,53.745509,-7.640567,hamlet
Lissameen,,,53.7438339,-7.653699,hamlet
Drumnacross,,,53.7383799,-7.6629187,hamlet
Glenoghil,,,53.75076,-7.6772588,hamlet
Garvagh,,,53.7614987,-7.6655177,hamlet
Cavan,,,53.7721975,-7.6725752,hamlet
Vicarsfield Glebe,,,53.7687287,-7.6663107,hamlet
Currycahill,,,53.7721807,-7.6631672,hamlet
Ballinalee,Béal Átha na Lao,,53.7772022,-7.6587469,hamlet
Leitrim,,,53.7788753,-7.6428682,hamlet
Derryneel,,,53.7801765,-7.6362371,hamlet
Kilshruley,,,53.7815078,-7.6294779,hamlet
Ballyreaghan,,,53.7707283,-7.6247551,hamlet
Tullybaun,,,53.7681208,-7.6125371,hamlet
Ballynascraw,,,53.760357,-7.6061223,hamlet
Prucklishtown,,,53.7611053,-7.5912737,hamlet
Laughil (Adair),,,53.7499507,-7.5832775,hamlet
Laughil (Edgeworth),,,53.7527928,-7.5813034,hamlet
Lisraghtigan,,,53.7448498,-7.5725916,hamlet
Lisduff,,,53.7437614,-7.5929326,hamlet
Roos,,,53.7512694,-7.6025735,hamlet
Breaghy,,,53.7450012,-7.6053201,hamlet
Aghamore,,,53.7585587,-7.6181371,hamlet
Listraghee,,,53.7659107,-7.6255919,hamlet
School Land,,,53.7740246,-7.6455365,hamlet
Clooncoose,,,53.7716532,-7.6366745,hamlet
Ederland,,,53.770068,-7.6478754,hamlet
Gorteenrevagh,,,53.771184,-7.6552568,hamlet
Gorteen,,,53.7658363,-7.6609259,hamlet
Acres,,,53.7673793,-7.6520811,hamlet
France,,,53.7647716,-7.6430925,hamlet
Currygrane,,,53.7553161,-7.6508365,hamlet
Drummeel,,,53.7532526,-7.6275164,hamlet
Knockmoody,,,53.7776354,-7.6178693,hamlet
Clonbroney,,,53.7726976,-7.60653,hamlet
Drumnahara,,,53.7869502,-7.6293865,hamlet
Aghnashannagh,,,53.7844262,-7.6544244,hamlet
Kilyclogh,,,53.7947652,-7.6603854,hamlet
Aghaward,,,53.7948894,-7.6475794,hamlet
Lislea,,,53.795584,-7.6353641,hamlet
Carrickateane,,,53.8235532,-7.6659759,hamlet
Castlebaun,,,53.8120763,-7.6700121,hamlet
Carrowlinan,,,53.8056905,-7.6707846,hamlet
Newtownbond,,,53.7234073,-7.6739521,hamlet
Glannagh,,,53.7328771,-7.6718455,hamlet
Kilmoyle,,,53.7331678,-7.6895263,hamlet
Ballygarve,,,53.7292581,-7.7080657,hamlet
Creeve,,,53.736011,-7.7182796,hamlet
Lissavaddy,,,53.7314103,-7.7289477,hamlet
Carrickglass Demesne,,,53.7395081,-7.7347413,hamlet
Cullyfad,,,53.7435692,-7.716631,village
Killyfad,,,53.7459846,-7.7163364,hamlet
Farraghroe,,,53.7435351,-7.6978958,hamlet
Killoe Glebe,,,53.7503542,-7.7025822,hamlet
McCormack's Cross,,,52.9272964,-7.1963082,hamlet
Drumhaughly,,,53.7542112,-7.7172378,hamlet
Mucknagh,,,53.7586514,-7.7137187,hamlet
Kiltyreher,,,53.7534222,-7.7415254,hamlet
Cloonee,,,53.7612192,-7.7344988,hamlet
Kiltyreher,,,53.7496992,-7.7298146,hamlet
Killeenatruan,,,53.76663,-7.7443706,hamlet
Killeter,,,53.768195,-7.7239,hamlet
Rhine,,,53.7616325,-7.6958334,hamlet
Bundoon,,,53.7749866,-7.7507856,hamlet
Bohernameeltoge,,,53.7795542,-7.7572994,hamlet
Aghnamaddoo,,,53.7837128,-7.7743797,hamlet
Ballincurry,,,53.7881581,-7.7813245,hamlet
Bawn,,,53.7913392,-7.7711555,hamlet
Kilnacarrow,,,53.7700725,-7.6838424,hamlet
Oghil,,,53.7951421,-7.7444057,hamlet
Clontumpher,,,53.7867761,-7.7184848,hamlet
Drumnacooha,,,53.7986545,-7.6965616,hamlet
Soran,,,53.7922666,-7.6813695,hamlet
Corneddan,,,53.8012485,-7.717943,hamlet
Cornafunshin,,,53.8144259,-7.6990603,hamlet
Derrynacross,,,53.8118161,-7.705283,hamlet
Dooroc,,,53.8118921,-7.7221487,hamlet
Kilnashee,,,53.7942913,-7.7898961,hamlet
Cloonagh,,,53.8080285,-7.7861196,hamlet
Cloonmacart,,,53.8047258,-7.7644988,hamlet
Cartrongolan,,,53.8085995,-7.7389584,hamlet
Greagh,,,53.8171891,-7.7459107,hamlet
Corrabaun,,,53.8231679,-7.7811871,hamlet
Barragh Beg,,,53.831484,-7.7743226,hamlet
Garraun Cross,,,52.8567055,-7.337372,hamlet
Derawley,,,53.8275835,-7.746771,hamlet
Barragh More,,,53.8345738,-7.7633363,hamlet
Fermoyle Cross,,,52.8549307,-7.3546737,hamlet
Breanriskcullew,,,53.8481206,-7.7664691,hamlet
Cloncowley,,,53.8608784,-7.7643663,hamlet
Esker North,,,53.8511838,-7.7555257,hamlet
Monaduff,,,53.8385891,-7.742211,hamlet
Derryheelan,,,53.8228608,-7.7222125,hamlet
Kilmahon,,,53.8264776,-7.7050884,hamlet
Lettergonnell,,,53.8207155,-7.6851552,hamlet
Lettergeeragh,,,53.8317088,-7.7029221,hamlet
Fardrumman,,,53.8666706,-7.7421897,hamlet
Creelaghta,,,53.8573194,-7.7280712,hamlet
Drumbad,,,53.8520202,-7.7431269,hamlet
Brocklagh,,,53.8381151,-7.7311106,hamlet
Lettergullion,,,53.8425034,-7.7104254,hamlet
Crowdrumman,,,53.8421666,-7.7233858,hamlet
Kiltycreevagh,,,53.8764163,-7.7225275,hamlet
Aghadowry,,,53.8371579,-7.6706461,hamlet
